customer_id,first_name,last_name,email,phone,city,signup_date,age,gender,total_trips,cancelled_trips,days_since_last_trip,churned,engagement_score,loyalty_score,persona,signup_channel,income_level,payment_method,device_type,trips_30d,completed_trips_30d,cancelled_trips_30d,total_fare_30d,avg_fare_30d,total_distance_30d,avg_duration_30d,promo_used_trips_30d,last_trip_date,recency_days,app_open,ride_completed,ride_request,search,total_events_30d,promos_redeemed_30d,promo_cost_30d,avg_discount_value_30d
CUST00688,Kornelius,Kraus,kornelius.kraus@gmail.com,+49 (0) 3023 199377,Berlin,2023-11-12,24,Male,67,1,18,0,1.0,1.0,Commuter,Partnership,medium,Debit Card,Web,3.0,3.0,0.0,45.65,15.216666666666667,23.25,32.800000000000004,0.0,2025-11-10 18:20:00,10.0,12,1,2,7,22,0.0,0.0,0.0
CUST00689,Karen,Gibbons,karen.gibbons@hotmail.com,+44(0)1632 960 582,London,2023-12-06,29,Female,35,1,4,0,1.0,0.819,Business,Referral,high,Credit Card,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,29,9,10,17,65,0.0,0.0,0.0
CUST00690,Zita,Holzapfel,zita.holzapfel@web.de,08553 989322,Berlin,2024-10-29,56,Other,31,1,35,0,1.0,0.794,Business,Partnership,medium,Cash,Android,1.0,1.0,0.0,18.05,18.05,11.68,25.0,1.0,2025-11-03 09:27:00,17.0,23,10,9,15,57,1.0,11.91,12.28
CUST00691,Chloe,Cooper,chloe.cooper@hotmail.com,+44292018653,London,2024-11-18,62,Other,58,5,41,0,1.0,0.962,Casual Rider,Ads,high,Cash,Android,3.0,2.0,1.0,43.622,14.540666666666667,27.29,20.266666666666666,0.0,2025-11-03 19:24:00,17.0,11,4,4,8,27,0.0,0.0,0.0
CUST00692,Ryan,Dirksen,ryan.dirksen@yahoo.com,(0056) 729445,Amsterdam,2024-11-27,55,Other,28,1,45,0,1.0,0.775,Business,Partnership,medium,Debit Card,Android,5.0,3.0,2.0,34.984,6.9968,43.57,24.919999999999998,0.0,2025-11-15 09:08:00,5.0,11,4,3,9,27,0.0,0.0,0.0
CUST00693,Ruperto,Perales,ruperto.perales@gmail.com,+34947 34 53 07,Barcelona,2023-12-20,67,Male,45,0,44,0,1.0,0.881,Business,Organic,low,Cash,Android,2.0,1.0,1.0,14.352,7.176,12.37,34.8,0.0,2025-11-12 00:32:00,8.0,16,0,3,8,27,0.0,0.0,0.0
CUST00694,Albina,Hofmann,albina.hofmann@yahoo.de,08816533315,Berlin,2025-10-11,18,Other,38,2,9,0,1.0,0.837,Business,Referral,medium,Credit Card,Android,22.0,21.0,1.0,314.882,14.312818181818182,147.49,26.672727272727272,3.0,2025-11-20 08:49:00,0.0,29,4,8,21,62,1.0,7.93,12.28
CUST00695,Friedrich,Beyer,friedrich.beyer@aol.de,+49(0)7232 11194,Berlin,2024-02-27,62,Female,53,7,1,0,1.0,0.931,Casual Rider,Organic,medium,Credit Card,iOS,2.0,2.0,0.0,23.54,11.77,19.34,27.55,0.0,2025-11-16 12:48:00,4.0,4,0,2,4,10,0.0,0.0,0.0
CUST00696,Ulises,Barros,ulises.barros@yahoo.com,+34947 387 496,Barcelona,2025-01-21,59,Other,41,3,13,0,1.0,0.856,Tourist,Organic,low,Cash,Web,4.0,4.0,0.0,44.89,11.2225,33.38,29.975,1.0,2025-11-20 14:52:00,0.0,34,14,12,20,80,1.0,9.08,12.28
CUST00697,Janna,Kuijpers,janna.kuijpers@hotmail.com,+3177-3293940,Amsterdam,2023-05-23,57,Female,39,3,12,1,1.0,0.844,Casual Rider,Ads,medium,Cash,Web,1.0,1.0,0.0,16.09,16.09,2.65,13.1,1.0,2025-10-29 19:41:00,22.0,28,4,11,17,60,0.0,0.0,0.0
CUST00698,Marta,Pavanello,marta.pavanello@yahoo.com,+39 38230725119,Milan,2024-10-20,48,Male,27,4,4,0,1.0,0.769,Tourist,Partnership,medium,Digital Wallet,Android,1.0,1.0,0.0,18.28,18.28,5.67,11.0,0.0,2025-10-31 18:40:00,20.0,30,12,11,16,69,0.0,0.0,0.0
CUST00699,Livio,Cassarà,livio.cassarà@gmail.com,0961533504,Milan,2025-09-07,40,Other,46,3,15,1,1.0,0.887,Casual Rider,Ads,medium,Credit Card,Web,15.0,13.0,2.0,164.144,10.942933333333334,119.21,24.226666666666667,3.0,2025-11-17 17:09:00,3.0,28,11,9,20,68,2.0,33.78,12.6
CUST00700,Mirjana,Döhn,mirjana.döhn@googlemail.com,+49(0) 674389554,Berlin,2024-09-14,46,Other,54,0,1,0,1.0,0.938,Commuter,Referral,medium,Debit Card,Web,2.0,2.0,0.0,25.0,12.5,17.33,43.6,0.0,2025-11-07 11:16:00,13.0,28,10,7,22,67,0.0,0.0,0.0
CUST00701,Gerónimo,Ibarra,gerónimo.ibarra@hotmail.com,+34943 16 35 93,Barcelona,2023-03-01,68,Female,70,8,3,0,1.0,1.0,Business,Ads,low,Cash,Web,3.0,3.0,0.0,24.0,8.0,25.060000000000002,25.0,0.0,2025-11-01 19:50:00,19.0,22,2,10,14,48,0.0,0.0,0.0
CUST00702,Jeffrey,Morgan,jeffrey.morgan@gmail.com,01414960572,London,2025-03-09,23,Male,45,4,7,0,1.0,0.881,Casual Rider,Partnership,high,Credit Card,iOS,9.0,8.0,1.0,124.342,13.815777777777777,59.44,18.922222222222224,1.0,2025-11-18 12:09:00,2.0,15,2,3,6,26,0.0,0.0,0.0
CUST00703,Julie,Zwart,julie.zwart@hotmail.com,(0422)-115086,Amsterdam,2024-10-29,32,Female,46,7,10,0,1.0,0.887,Business,Referral,medium,Cash,Android,4.0,4.0,0.0,61.489999999999995,15.372499999999999,23.23,26.0,0.0,2025-11-18 02:11:00,2.0,22,6,7,14,49,0.0,0.0,0.0
CUST00704,Toni,Bonino,toni.bonino@outlook.com,+39 3933609496,Milan,2024-09-05,59,Other,25,3,18,0,1.0,0.756,Tourist,Referral,medium,Debit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15,3,2,6,26,0.0,0.0,0.0
CUST00705,Chuy,Andreu,chuy.andreu@yahoo.com,+34927 272 373,Barcelona,2025-08-25,46,Male,46,0,1,0,1.0,0.887,Commuter,Organic,low,Debit Card,iOS,10.0,9.0,1.0,92.36,9.236,60.88,23.7,1.0,2025-11-20 01:33:00,0.0,29,8,9,19,65,1.0,9.83,13.24
CUST00706,Ettore,Casaleggio,ettore.casaleggio@libero.it,0508554635,Milan,2025-10-06,50,Other,25,1,1,0,1.0,0.756,Commuter,Ads,medium,Credit Card,Android,8.0,8.0,0.0,116.41,14.55125,48.41,24.625,1.0,2025-11-17 19:07:00,3.0,13,5,4,6,28,1.0,12.65,12.28
CUST00707,Danielle,Döring,danielle.döring@hotmail.de,01546 116393,Berlin,2025-05-24,59,Male,57,7,6,0,1.0,0.956,Commuter,Referral,medium,Digital Wallet,Android,6.0,6.0,0.0,84.53,14.088333333333333,47.55,28.866666666666664,1.0,2025-11-20 08:38:00,0.0,24,5,3,13,45,0.0,0.0,0.0
CUST00708,Mees,Elbertse,mees.elbertse@yahoo.com,(0406)-090777,Amsterdam,2024-07-04,60,Female,52,8,47,0,1.0,0.925,Casual Rider,Ads,medium,Credit Card,Web,5.0,5.0,0.0,59.4,11.879999999999999,29.14,24.580000000000002,0.0,2025-11-14 11:53:00,6.0,20,4,8,15,47,0.0,0.0,0.0
CUST00709,Holly,Smith,holly.smith@yahoo.co.uk,+44(0)808 1570898,London,2023-11-14,23,Other,47,2,65,0,1.0,0.894,Tourist,Organic,high,Digital Wallet,Android,3.0,3.0,0.0,65.99000000000001,21.99666666666667,21.78,16.433333333333334,0.0,2025-11-11 08:46:00,9.0,32,9,5,18,64,0.0,0.0,0.0
CUST00710,Ingo,Stoll,ingo.stoll@yahoo.de,+49(0)1971452753,Berlin,2024-01-14,56,Male,59,8,8,0,1.0,0.969,Casual Rider,Partnership,medium,Credit Card,Android,3.0,1.0,2.0,16.08,5.359999999999999,17.169999999999998,27.566666666666666,1.0,2025-11-06 18:35:00,14.0,16,4,8,7,35,0.0,0.0,0.0
CUST00711,Hans-Herbert,Trüb,hans-herbert.trüb@hotmail.de,+49(0) 841858163,Berlin,2024-01-03,44,Other,67,4,6,0,1.0,1.0,Business,Referral,medium,Digital Wallet,Android,2.0,2.0,0.0,32.78,16.39,15.02,37.099999999999994,0.0,2025-10-30 11:57:00,21.0,12,4,3,4,23,0.0,0.0,0.0
CUST00712,Joe,Blackburn,joe.blackburn@yahoo.co.uk,+44808 157 0975,London,2025-03-11,50,Female,65,0,2,0,1.0,1.0,Tourist,Partnership,high,Cash,Web,11.0,10.0,1.0,176.926,16.08418181818182,78.39,18.70909090909091,1.0,2025-11-19 09:28:00,1.0,10,2,8,5,25,0.0,0.0,0.0
CUST00713,Miguel Ángel,Coloma,miguel ángel.coloma@hotmail.com,+34 922 86 73 22,Barcelona,2023-12-21,67,Male,35,0,65,0,1.0,0.819,Tourist,Partnership,low,Cash,Web,3.0,2.0,1.0,32.366,10.788666666666666,21.87,22.03333333333333,0.0,2025-11-17 23:18:00,3.0,34,4,9,20,67,0.0,0.0,0.0
CUST00714,Dylan,Wilson,dylan.wilson@hotmail.com,01414960818,London,2025-01-05,48,Male,51,5,30,0,1.0,0.919,Tourist,Referral,high,Cash,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27,5,6,13,51,0.0,0.0,0.0
CUST00715,Siegbert,Budig,siegbert.budig@gmx.de,02828 73101,Berlin,2025-04-17,61,Other,24,3,37,0,1.0,0.75,Commuter,Organic,medium,Cash,Android,4.0,4.0,0.0,71.91,17.9775,40.43,26.5,0.0,2025-11-19 07:00:00,1.0,14,6,7,7,34,0.0,0.0,0.0
CUST00716,Gioachino,Almagià,gioachino.almagià@yahoo.com,+39 076595562,Milan,2023-03-24,52,Male,23,1,47,1,1.0,0.744,Tourist,Ads,medium,Digital Wallet,iOS,3.0,3.0,0.0,32.7,10.9,10.33,22.666666666666668,0.0,2025-11-04 22:46:00,16.0,18,3,3,8,32,0.0,0.0,0.0
CUST00717,Angélica,Cano,angélica.cano@yahoo.com,+34 924125456,Barcelona,2025-10-21,61,Other,57,2,25,0,1.0,0.956,Tourist,Referral,low,Debit Card,Android,36.0,33.0,3.0,341.878,9.496611111111111,283.57,28.0,4.0,2025-11-20 03:25:00,0.0,20,4,8,13,45,2.0,36.730000000000004,12.52
CUST00718,Nout,Hermans,nout.hermans@gmail.com,+31(0)53 7576413,Amsterdam,2024-05-05,40,Male,35,2,39,0,1.0,0.819,Tourist,Ads,medium,Debit Card,Android,1.0,1.0,0.0,10.31,10.31,6.31,6.0,0.0,2025-10-29 20:02:00,22.0,27,7,8,15,57,0.0,0.0,0.0
CUST00719,Gebhard,Dörr,gebhard.dörr@yahoo.de,+49(0)3021 92729,Berlin,2023-06-15,33,Other,32,2,7,0,1.0,0.8,Commuter,Organic,medium,Debit Card,iOS,1.0,1.0,0.0,17.74,17.74,6.89,34.2,0.0,2025-11-02 17:48:00,18.0,23,4,12,10,49,0.0,0.0,0.0
CUST00720,Hans-Bernd,Budig,hans-bernd.budig@aol.de,+49(0) 979147779,Berlin,2023-12-28,33,Other,27,0,2,1,1.0,0.769,Tourist,Ads,medium,Credit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2,2,5,17,0.0,0.0,0.0
CUST00721,Bethan,Riley,bethan.riley@gmail.com,(0115)4960546,London,2023-07-28,61,Other,70,5,29,1,1.0,1.0,Casual Rider,Referral,high,Credit Card,Android,3.0,3.0,0.0,59.07,19.69,19.07,19.7,0.0,2025-11-13 09:45:00,7.0,11,1,6,9,27,0.0,0.0,0.0
CUST00722,Melissa,Lind,melissa.lind@yahoo.com,060-5279433,Amsterdam,2023-01-26,57,Female,45,5,50,0,1.0,0.881,Casual Rider,Organic,medium,Cash,iOS,1.0,1.0,0.0,11.57,11.57,12.03,18.3,0.0,2025-11-13 14:01:00,7.0,26,5,12,15,58,0.0,0.0,0.0
CUST00723,Santino,Tafuri,santino.tafuri@tim.it,054336725,Milan,2023-08-11,35,Female,45,0,38,0,1.0,0.881,Commuter,Ads,medium,Credit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18,6,3,8,35,0.0,0.0,0.0
CUST00724,Artemio,Sáenz,artemio.sáenz@gmail.com,+34849 51 76 29,Barcelona,2024-09-14,48,Other,25,0,65,0,1.0,0.756,Business,Organic,low,Cash,Web,5.0,3.0,2.0,49.766,9.953199999999999,39.02,37.92,0.0,2025-11-20 11:59:00,0.0,28,8,6,17,59,0.0,0.0,0.0
CUST00725,Lili,Gunpf,lili.gunpf@gmx.de,(05677) 17422,Berlin,2024-01-26,47,Male,70,7,29,0,1.0,1.0,Casual Rider,Organic,medium,Credit Card,iOS,7.0,7.0,0.0,89.98,12.854285714285714,63.66,25.728571428571428,0.0,2025-11-19 18:46:00,1.0,11,5,3,7,26,0.0,0.0,0.0
CUST00726,Traudl,Pohl,traudl.pohl@aol.de,+49 (0) 3372 546196,Berlin,2025-04-24,42,Other,33,0,18,1,1.0,0.806,Business,Organic,medium,Digital Wallet,Web,5.0,5.0,0.0,83.34,16.668,26.939999999999998,14.26,0.0,2025-11-11 09:17:00,9.0,21,4,9,14,48,0.0,0.0,0.0
CUST00727,Giovanni,Ellis,giovanni.ellis@hotmail.com,+31563 570027,Amsterdam,2025-06-18,29,Other,42,6,65,1,1.0,0.863,Tourist,Ads,medium,Digital Wallet,Android,8.0,8.0,0.0,114.16,14.27,42.32,29.1375,0.0,2025-11-17 17:42:00,3.0,19,6,6,13,44,0.0,0.0,0.0
CUST00728,Umberto,Boccherini,umberto.boccherini@tim.it,+39 053636091,Milan,2024-10-28,39,Female,20,0,1,0,1.0,0.719,Commuter,Partnership,medium,Cash,iOS,3.0,3.0,0.0,41.21,13.736666666666666,18.33,22.766666666666666,1.0,2025-11-18 18:11:00,2.0,27,4,12,15,58,1.0,7.4,12.28
CUST00729,Gertrudis,Amorós,gertrudis.amorós@gmail.com,+34887 989 477,Barcelona,2024-07-02,62,Female,28,1,20,0,1.0,0.775,Tourist,Partnership,low,Digital Wallet,Android,1.0,1.0,0.0,17.82,17.82,12.35,22.1,0.0,2025-11-12 17:57:00,8.0,10,2,2,7,21,0.0,0.0,0.0
CUST00730,Toralf,Seifert,toralf.seifert@hotmail.de,00817384123,Berlin,2023-03-12,54,Male,62,7,14,0,1.0,0.988,Commuter,Referral,medium,Digital Wallet,iOS,3.0,3.0,0.0,56.13,18.71,19.509999999999998,21.633333333333336,2.0,2025-11-02 09:46:00,18.0,20,5,7,9,41,1.0,18.689999999999998,12.28
CUST00731,Ermenegildo,Bignami,ermenegildo.bignami@hotmail.it,+39 0584544287,Milan,2024-02-02,45,Female,28,4,8,0,1.0,0.775,Commuter,Ads,medium,Debit Card,Android,1.0,1.0,0.0,7.2,7.2,12.68,6.9,0.0,2025-11-13 15:02:00,7.0,23,10,10,14,57,0.0,0.0,0.0
CUST00732,Fiona,Harper,fiona.harper@gmail.com,01174960901,London,2024-05-02,29,Female,29,4,5,0,1.0,0.781,Casual Rider,Ads,high,Digital Wallet,Android,2.0,1.0,1.0,13.104,6.552,23.57,17.9,0.0,2025-11-05 18:11:00,15.0,20,2,5,14,41,0.0,0.0,0.0
CUST00733,Mara,Houdijk,mara.houdijk@hotmail.com,(0577)-003944,Amsterdam,2024-05-24,34,Other,20,0,10,0,1.0,0.719,Business,Partnership,medium,Credit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,32,9,10,15,66,0.0,0.0,0.0
CUST00734,Adeline,Ritter,adeline.ritter@hotmail.de,00134 53944,Berlin,2024-06-25,21,Male,49,3,1,0,1.0,0.906,Tourist,Partnership,medium,Credit Card,Android,3.0,3.0,0.0,34.45,11.483333333333334,22.7,19.233333333333334,0.0,2025-11-10 17:51:00,10.0,23,4,10,14,51,0.0,0.0,0.0
CUST00735,Thijn,Poncelet,thijn.poncelet@hotmail.com,0380 124020,Amsterdam,2023-02-27,34,Female,47,1,23,0,1.0,0.894,Tourist,Organic,medium,Digital Wallet,iOS,2.0,2.0,0.0,29.520000000000003,14.760000000000002,10.73,23.200000000000003,0.0,2025-11-19 23:04:00,1.0,21,2,9,9,41,0.0,0.0,0.0
CUST00736,Abril,Salazar,abril.salazar@yahoo.com,+34 885 33 41 52,Barcelona,2023-10-26,25,Female,34,2,2,1,1.0,0.812,Commuter,Ads,low,Digital Wallet,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,4,9,14,47,0.0,0.0,0.0
CUST00737,Ize,Hoedemakers,ize.hoedemakers@gmail.com,0772-068967,Amsterdam,2025-11-02,61,Other,44,5,1,0,1.0,0.875,Casual Rider,Partnership,medium,Credit Card,Android,20.0,14.0,6.0,190.398,9.5199,144.41,26.85,3.0,2025-11-20 19:29:00,0.0,17,6,7,5,35,1.0,11.6,12.28
CUST00738,Gianluca,Sokolov,gianluca.sokolov@poste.it,+39 0375956014,Milan,2023-12-15,36,Female,44,7,20,0,1.0,0.875,Commuter,Ads,medium,Digital Wallet,Android,3.0,2.0,1.0,42.379999999999995,14.126666666666665,35.16,8.6,0.0,2025-11-13 21:27:00,7.0,27,9,6,17,59,0.0,0.0,0.0
CUST00739,Milo,Storladi,milo.storladi@libero.it,+39 0931214172,Milan,2025-01-24,54,Female,29,0,9,0,1.0,0.781,Business,Referral,medium,Debit Card,Android,2.0,2.0,0.0,29.1,14.55,16.64,23.55,0.0,2025-11-12 14:48:00,8.0,29,6,7,17,59,0.0,0.0,0.0
CUST00740,Udo,Gotthard,udo.gotthard@gmx.de,+49(0) 017213802,Berlin,2024-08-27,38,Female,39,2,4,0,1.0,0.844,Tourist,Organic,medium,Cash,Android,4.0,3.0,1.0,54.2,13.55,38.13,27.025,1.0,2025-10-29 19:12:00,22.0,22,2,9,14,47,1.0,8.36,12.28
CUST00741,Ascensión,Castejón,ascensión.castejón@hotmail.com,+34 943 506 444,Barcelona,2023-08-09,67,Female,40,0,11,0,1.0,0.85,Casual Rider,Partnership,low,Debit Card,iOS,2.0,2.0,0.0,35.03,17.515,4.84,18.05,0.0,2025-11-18 18:32:00,2.0,5,1,1,3,10,0.0,0.0,0.0
CUST00742,Kimberley,Patel,kimberley.patel@gmail.com,+4428 9018559,London,2025-08-02,26,Other,30,2,28,0,1.0,0.787,Commuter,Organic,high,Credit Card,iOS,7.0,6.0,1.0,109.02199999999999,15.574571428571428,54.69,25.82857142857143,3.0,2025-11-19 14:51:00,1.0,20,6,9,10,45,1.0,6.16,12.28
CUST00743,Ortrud,Wulff,ortrud.wulff@aol.de,+49(0)1276 259984,Berlin,2023-07-30,43,Male,51,6,59,1,1.0,0.919,Business,Referral,medium,Cash,Web,3.0,3.0,0.0,48.42,16.14,18.35,38.666666666666664,0.0,2025-11-15 19:22:00,5.0,9,1,3,3,16,0.0,0.0,0.0
CUST00744,Stephanie,Newton,stephanie.newton@gmail.com,+44(0)121 4960981,London,2025-03-06,19,Female,34,4,16,0,1.0,0.812,Business,Referral,high,Digital Wallet,Web,5.0,5.0,0.0,88.0,17.6,24.5,21.84,0.0,2025-11-16 14:46:00,4.0,8,2,4,4,18,0.0,0.0,0.0
CUST00745,Hildegunde,Kraushaar,hildegunde.kraushaar@gmx.de,0218167060,Berlin,2025-07-27,23,Other,70,7,38,1,1.0,1.0,Casual Rider,Organic,medium,Debit Card,iOS,17.0,15.0,2.0,217.60399999999998,12.800235294117646,92.31,23.00588235294118,5.0,2025-11-18 13:27:00,2.0,14,2,6,8,30,1.0,40.68,12.28
CUST00746,Faas,van Grinsven,faas.van grinsven@yahoo.com,+31(0)468-258296,Amsterdam,2024-09-25,46,Other,57,4,10,0,1.0,0.956,Commuter,Ads,medium,Debit Card,iOS,3.0,3.0,0.0,39.51,13.17,16.98,37.266666666666666,1.0,2025-11-17 09:46:00,3.0,18,2,5,12,37,1.0,10.53,12.28
CUST00747,Dylan,George,dylan.george@hotmail.co.uk,+44(0)2074960143,London,2025-07-14,60,Female,57,8,14,0,1.0,0.956,Tourist,Partnership,high,Cash,Web,16.0,13.0,3.0,208.496,13.031,130.09,30.89375,1.0,2025-11-19 08:47:00,1.0,11,3,6,8,28,1.0,6.22,12.28
CUST00748,Elif,Simonis,elif.simonis@yahoo.com,+31(0)71 9861996,Amsterdam,2024-01-16,53,Female,20,0,6,0,1.0,0.719,Commuter,Ads,medium,Cash,Web,1.0,1.0,0.0,4.67,4.67,7.83,43.3,0.0,2025-11-19 09:35:00,1.0,14,7,6,7,34,0.0,0.0,0.0
CUST00749,Rosa,Bonomo,rosa.bonomo@live.com,351491190,Milan,2023-04-10,45,Other,40,7,11,0,1.0,0.85,Tourist,Organic,medium,Cash,Web,1.0,1.0,0.0,6.07,6.07,2.58,11.5,0.0,2025-10-22 19:59:00,29.0,27,5,11,15,58,0.0,0.0,0.0
CUST00750,Matthias,Lange,matthias.lange@hotmail.de,(05050) 22772,Berlin,2024-06-03,23,Female,61,8,11,0,1.0,0.981,Tourist,Organic,medium,Cash,Android,1.0,1.0,0.0,12.77,12.77,1.29,32.7,0.0,2025-11-13 18:54:00,7.0,24,5,6,12,47,0.0,0.0,0.0
CUST00751,Hilma,Ruppersberger,hilma.ruppersberger@yahoo.de,00400697376,Berlin,2023-02-19,37,Male,55,8,1,0,1.0,0.944,Business,Ads,medium,Digital Wallet,Android,2.0,2.0,0.0,25.84,12.92,10.96,23.0,0.0,2025-10-26 07:00:00,25.0,21,6,7,16,50,0.0,0.0,0.0
CUST00752,Tecla,Fonseca,tecla.fonseca@hotmail.com,+34874 73 97 26,Barcelona,2024-06-16,52,Male,29,4,4,0,1.0,0.781,Casual Rider,Partnership,low,Digital Wallet,iOS,1.0,1.0,0.0,15.08,15.08,11.28,12.6,0.0,2025-11-14 07:29:00,6.0,20,3,5,9,37,0.0,0.0,0.0
CUST00753,Bruno,Mesa,bruno.mesa@yahoo.com,+34879 191 222,Barcelona,2024-05-13,36,Other,42,2,17,0,1.0,0.863,Commuter,Referral,low,Digital Wallet,iOS,1.0,1.0,0.0,18.3,18.3,7.0,30.7,0.0,2025-11-19 22:43:00,1.0,30,6,9,17,62,0.0,0.0,0.0
CUST00754,Aurelia,Amorós,aurelia.amorós@gmail.com,+34 981 64 76 15,Barcelona,2025-03-06,53,Female,34,4,50,0,1.0,0.812,Casual Rider,Ads,low,Debit Card,Web,2.0,1.0,1.0,19.772000000000002,9.886000000000001,12.690000000000001,22.700000000000003,0.0,2025-11-12 09:12:00,8.0,22,4,11,14,51,0.0,0.0,0.0
CUST00755,Isabel,Conesa,isabel.conesa@yahoo.com,+34 827885384,Barcelona,2024-11-03,42,Male,24,0,1,0,1.0,0.75,Tourist,Referral,low,Cash,Web,2.0,2.0,0.0,31.83,15.915,18.42,18.85,0.0,2025-10-26 04:51:00,25.0,9,2,5,5,21,0.0,0.0,0.0
CUST00756,Hanna,Täsche,hanna.täsche@web.de,(04560) 508678,Berlin,2025-10-09,51,Other,40,0,39,0,1.0,0.85,Tourist,Organic,medium,Digital Wallet,Android,14.0,13.0,1.0,189.542,13.538714285714287,106.88,18.50714285714286,3.0,2025-11-20 13:29:00,0.0,27,10,14,19,70,1.0,11.13,12.28
CUST00757,Guiseppe,Etzold,guiseppe.etzold@web.de,(06353) 393208,Berlin,2023-12-07,22,Male,38,1,44,0,1.0,0.837,Commuter,Organic,medium,Credit Card,Web,2.0,1.0,1.0,11.414,5.707,17.74,23.6,1.0,2025-11-12 11:25:00,8.0,21,4,9,10,44,1.0,13.15,12.28
CUST00758,Ramiro,Cadenas,ramiro.cadenas@gmail.com,+34880900584,Barcelona,2024-12-30,57,Female,20,0,19,0,1.0,0.719,Tourist,Partnership,low,Debit Card,Android,2.0,2.0,0.0,26.590000000000003,13.295000000000002,15.1,25.15,2.0,2025-11-14 22:54:00,6.0,24,5,8,16,53,1.0,13.27,12.28
CUST00759,Shaun,Brown,shaun.brown@hotmail.com,(0114) 496 0777,London,2023-02-08,27,Male,70,3,1,0,1.0,1.0,Business,Ads,high,Credit Card,Android,2.0,1.0,1.0,28.02,14.01,17.09,21.1,0.0,2025-11-04 15:27:00,16.0,3,0,1,1,5,0.0,0.0,0.0
CUST00760,Charlotte,van Beaumont,charlotte.van beaumont@gmail.com,(021) 7526438,Amsterdam,2025-03-12,26,Other,42,2,27,1,1.0,0.863,Casual Rider,Referral,medium,Debit Card,iOS,3.0,2.0,1.0,30.502,10.167333333333334,18.24,26.433333333333337,0.0,2025-11-07 08:01:00,13.0,6,0,3,3,12,0.0,0.0,0.0
CUST00761,Patricia,Bruder,patricia.bruder@hotmail.de,+49 (0) 4770 238032,Berlin,2024-10-17,18,Female,53,2,17,0,1.0,0.931,Commuter,Organic,medium,Cash,Android,5.0,5.0,0.0,80.43,16.086000000000002,28.080000000000002,21.5,0.0,2025-11-19 16:34:00,1.0,31,8,8,23,70,0.0,0.0,0.0
CUST00762,Amando,Aguirre,amando.aguirre@yahoo.com,+34 823 63 96 56,Barcelona,2023-03-24,41,Female,42,1,5,1,1.0,0.863,Business,Organic,low,Credit Card,iOS,1.0,1.0,0.0,16.4,16.4,9.16,31.2,0.0,2025-11-06 12:47:00,14.0,27,7,9,16,59,0.0,0.0,0.0
CUST00763,Bradley,Carey,bradley.carey@hotmail.co.uk,(0115)4960379,London,2025-04-09,35,Female,62,1,13,0,1.0,0.988,Business,Partnership,high,Debit Card,iOS,6.0,5.0,1.0,90.65599999999999,15.109333333333332,29.97,33.78333333333334,0.0,2025-11-20 08:59:00,0.0,6,0,4,3,13,0.0,0.0,0.0
CUST00764,Juul,van Ham,juul.van ham@gmail.com,(032)-7572845,Amsterdam,2025-03-13,42,Male,20,0,11,0,1.0,0.719,Business,Ads,medium,Cash,Android,1.0,1.0,0.0,12.95,12.95,4.87,16.6,0.0,2025-10-24 15:49:00,27.0,7,2,2,3,14,0.0,0.0,0.0
CUST00765,Ulf,Hartmann,ulf.hartmann@gmx.de,09185 63488,Berlin,2023-09-22,65,Male,41,3,36,0,1.0,0.856,Commuter,Partnership,medium,Credit Card,Web,1.0,1.0,0.0,17.63,17.63,12.36,27.7,0.0,2025-11-09 16:43:00,11.0,19,5,6,11,41,0.0,0.0,0.0
CUST00766,Manuela,Gunpf,manuela.gunpf@yahoo.de,(01457) 974955,Berlin,2025-03-19,48,Female,40,2,11,0,1.0,0.85,Tourist,Organic,medium,Debit Card,Web,6.0,6.0,0.0,90.99000000000001,15.165000000000001,37.78,21.583333333333332,1.0,2025-11-19 17:07:00,1.0,9,4,2,4,19,0.0,0.0,0.0
CUST00767,Kayleigh,Green,kayleigh.green@hotmail.com,0115 496 0617,London,2023-12-08,65,Other,43,0,10,0,1.0,0.869,Business,Organic,high,Cash,Web,1.0,1.0,0.0,25.32,25.32,11.49,43.0,1.0,2025-11-12 19:29:00,8.0,19,8,6,12,45,1.0,11.3,12.28
CUST00768,Sofia,Chevresson,sofia.chevresson@gmail.com,+31(0)404-531652,Amsterdam,2023-06-21,30,Female,25,4,49,0,1.0,0.748,Business,Ads,medium,Credit Card,iOS,2.0,2.0,0.0,30.65,15.325,10.2,21.049999999999997,0.0,2025-11-16 20:59:00,4.0,9,2,3,5,19,0.0,0.0,0.0
CUST00769,Néstor,Camino,néstor.camino@hotmail.com,+34 982 710 366,Barcelona,2023-10-05,38,Male,46,3,6,0,1.0,0.887,Commuter,Organic,low,Credit Card,Android,1.0,1.0,0.0,16.79,16.79,4.95,35.9,0.0,2025-10-26 08:43:00,25.0,12,5,6,5,28,0.0,0.0,0.0
